repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
3770,Asia University Academic Repositories,institutional,https://asia-u.repo.nii.ac.jp/,http://asia-u.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Asia University,tw,17631,1969
3771,National Institute for Fusion Science (NIFS-Repository),institutional,http://nifs-repository.repo.nii.ac.jp/,http://nifs-repository.repo.nii.ac.jp/oai,weko,"journal_articles, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",National Institute for Fusion Science,jp,10501,9133
3772,Research Institute for Humanity and Nature Repository,institutional,https://chikyu.repo.nii.ac.jp/,http://chikyu.repo.nii.ac.jp/oai,weko,"journal_articles, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Research Institute for Humanity and Nature,jp,4139,2687
3773,Saitama Medical University Repository,institutional,https://saitama-med.repo.nii.ac.jp/,http://saitama-med.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations",health_and_medicine,Saitama Medical University,jp,646,466
3774,Kanagawa Dental University Repository,institutional,https://kdu.repo.nii.ac.jp/,http://kdu.repo.nii.ac.jp/oai,weko,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Kanagawa Dental University,jp,1246,677
3775,Ryotokuji University Institutional Repository,institutional,https://ryotokuji-u.repo.nii.ac.jp/,http://ryotokuji-u.repo.nii.ac.jp/oai,weko,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Ryotokuji University,jp,66,0
3776,Ripon College Senior Showcase,institutional,https://rcseniorshowcase.omeka.net/,N/A,omeka,"learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Ripon College,us,0,0
3777,Musashino University Academic Institutional Repository,institutional,https://mu.repo.nii.ac.jp/,http://mu.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Musashino University,jp,1449,1229
3778,Naragakuen University Academic Repository,institutional,https://naragakuen.repo.nii.ac.jp/,http://naragakuen.repo.nii.ac.jp/oai,weko,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Naragakuen University,jp,3349,2261
3779,Fuji Women’s University Academic Repository,institutional,https://fujijoshi.repo.nii.ac.jp/,http://fujijoshi.repo.nii.ac.jp/oai,weko,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Fuji Women's University,jp,1924,1913
3780,Kyoto University of Advanced Science Academic Repository,institutional,https://kyotogakuen.repo.nii.ac.jp/,http://kyotogakuen.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kyoto University of Advanced Science,jp,1409,1322
3781,Gifu Women's University Repository,institutional,https://gijodai.repo.nii.ac.jp/,http://gijodai.repo.nii.ac.jp/oai,weko,journal_articles,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Gifu Women's University,jp,109,73
3782,ePrints@Bangalore University,institutional,http://eprints-bangaloreuniversity.in/,http://eprints-bangaloreuniversity.in/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Bangalore University,in,6043,0
3783,ScholarWorks@UARK,institutional,https://scholarworks.uark.edu,https://scholarworks.uark.edu/do/oai,digital_commons,"journal_articles, theses_and_dissertations, learning_objects, patents","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",The University of Arkansas,us,8073,0
3784,Musi Charitas Catholic University Repository,institutional,http://eprints.ukmc.ac.id/,http://eprints.ukmc.ac.id/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Musi Charitas Catholic University,id,3321,2158
3785,SAUL Archive,institutional,http://archive.saulibrary.edu.bd/,http://archive.saulibrary.edu.bd:8080/oai/request,dspace,theses_and_dissertations,science,Sher-e-Bangla Agricultural University,bd,1120,0
3786,Trakia University - Digital Repository,institutional,http://dspace.uni-sz.bg/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Trakia University,bg,48,0
3788,Swarthmore: Works,institutional,https://works.swarthmore.edu/,https://works.swarthmore.edu/do/oai/,other,"journal_articles, bibliographic_references","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Swarthmore College,us,11828,1944
3790,Publications Repository: The Institute of Cancer Research,institutional,https://repository.icr.ac.uk/,N/A,dspace,journal_articles,health_and_medicine,Institute of Cancer Research,gb,1852,0
3791,Repositorio UCAL,institutional,http://repositorio.ucal.edu.pe/,http://repositorio.ucal.edu.pe/oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad de Ciencias y Artes de América Latina,pe,111,95
3792,Okeanos,institutional,http://okeanos-dspace.hcmr.gr/,N/A,dspace,"journal_articles, bibliographic_references",science,Hellenic Centre for Marine Research,gr,3155,0
3793,Repositorio institucional UAM,institutional,http://repositorio.autonoma.edu.co/jspui/,http://repositorio.autonoma.edu.co/oai/request,dspace,"theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Autónoma de Manizales,co,614,0
3794,University of Winchester Research Portal,institutional,https://winchester.elsevierpure.com/,https://cris.winchester.ac.uk/ws/oai,pure,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Winchester,gb,3191,905
3795,University of Eldoret Institutional Repository,institutional,http://41.89.164.27:8080/xmlui,http://41.89.164.27:8080/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Eldoret,ke,116,0
3796,Comillas,institutional,https://repositorio.comillas.edu/xmlui/,https://repositorio.comillas.edu/oai/request?,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Pontificia Comillas,es,100,0
3797,Repository of Almaty Management University,institutional,http://repository.almau.edu.kz/xmlui/,N/A,dspace,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Almaty Management University,kz,1590,0
3798,Scholar Commons: Santa Clara University,institutional,https://scholarcommons.scu.edu/,https://scholarcommons.scu.edu/do/oai/,digital_commons,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Santa Clara University,us,5331,1818
3799,Maasai Mara University Institutional Repository,institutional,http://41.89.101.166:8080/xmlui/,N/A,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Maasai Mara University,ke,5249,0
3800,Sistem Informasi Tugas Akhir,institutional,http://sinta.ukdw.ac.id/sinta,http://sinta.ukdw.ac.id/sinta/repo/oai,other,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universitas Kristen Duta Wacana,id,9144,0
3801,"University of Nevada, Reno: ScholarWorks Repository",institutional,https://scholarworks.unr.edu/,https://scholarworks.unr.edu/oai/request,dspace,"journal_articles, theses_and_dissertations, learning_objects, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology","University of Nevada, Reno",us,6853,0
3802,Yamagata University Academic Repository,institutional,https://yamagata.repo.nii.ac.jp/,http://yamagata.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","arts, health_and_medicine, humanities, science, social_sciences, technology",Yamagata Univesity,jp,5015,4421
3803,Repository of the Gomel State Medical University,institutional,http://elib.gsmu.by/,N/A,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers","arts, humanities, health_and_medicine",Educational Establishment Gomel State Medical University,by,3595,0
3804,National Museum of Japanese History Repository,institutional,https://rekihaku.repo.nii.ac.jp/,http://rekihaku.repo.nii.ac.jp/oai,weko,journal_articles,humanities,National Museum of Japanese History,jp,0,0
3806,Institutional Repository of Ivano-Frankivsk National Technical University of Oil and Gas,institutional,http://elar.nung.edu.ua/,http://elar.nung.edu.ua/oai/request,dspace,"journal_articles, bibliographic_references","mathematics, science",Ivano-Frankivsk National Technical University of Oil and Gas,ua,5761,0
3807,Repositorio Documental de la Universidad Pedagógica Nacional Francisco Morazán,institutional,https://repositorio.upnfm.edu.hn/home,https://repositorio.upnfm.edu.hn/server/oai/request?verb=Identify,dspace,"journal_articles, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Pedagógica Nacional Francisco Morazán,hn,308,0
3808,Digtial Repository of White Nile University,institutional,http://repository.wnu.edu.sd:8080/xmlui/,N/A,dspace,"journal_articles, theses_and_dissertations, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",White Nile University,sd,379,0
3809,eprints umsida,institutional,http://eprints.umsida.ac.id/,http://eprints.umsida.ac.id/cgi/oai2,eprints,conference_and_workshop_papers,"social_sciences, technology, engineering",Universitas Muhammadiyah Sidoarjo,id,1332,0
3810,Digital library (repository) of Tomsk State University,institutional,http://vital.lib.tsu.ru/vital/access/manager/Index,N/A,vital,"journal_articles, bibliographic_references, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Tomsk State University,ru,33609,0
3811,Repositorio Institucional Universidad Centroamericana José Simeón Cañas,institutional,http://repositorio.uca.edu.sv/,N/A,dspace,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Centroamericana José Simeón Cañas,sv,831,0
3812,EKE Repository of Publications,institutional,http://publikacio.uni-eszterhazy.hu/,http://publikacio.uni-eszterhazy.hu/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Eszterhazy Karoly University,hu,365,0
3813,EKE Repository of PhD Dissertations,institutional,http://disszertacio.uni-eszterhazy.hu/,http://disszertacio.uni-eszterhazy.hu/cgi/oai2,eprints,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Eszterhazy Karoly University,hu,26,0
3814,Repository of Kazimierz Wielki University,institutional,http://repozytorium.ukw.edu.pl/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Kazimierz Wielki University,pl,4925,0
3815,Electronic library of Belarusian Trade and Economics University of Consumer Cooperatives,institutional,http://lib.i-bteu.by/,http://lib.i-bteu.by/oai/request,dspace,"journal_articles, bibliographic_references, books_chapters_and_sections, learning_objects","health_and_medicine, social_sciences, engineering",Belarusian Trade and Economics University of Consumer Cooperatives,by,4107,3762
3816,UDAFF Repositorio Institucional,institutional,http://repositorio.udaff.edu.pe/,http://repositorio.udaff.edu.pe/oai,dspace,"journal_articles, theses_and_dissertations","science, social_sciences",Universidad de Ayacucho Federico Froebel,pe,10,0
3817,CCT CONICET-CENPAT Institutional Repository,institutional,https://www.repositorio.cenpat-conicet.gob.ar/,N/A,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",CCT CONICET-CENPAT,ar,543,0
3818,The University of Manchester Research Explorer,institutional,https://research.manchester.ac.uk/en/,https://pure.manchester.ac.uk/ws/oai,pure,"journal_articles, bibliographic_references","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Manchester,gb,225769,75
3819,Repositorio Institucional Digital de la Universidad Nacional del Santa,institutional,http://repositorio.uns.edu.pe/,http://repositorio.uns.edu.pe/oai,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Nacional del Santa,pe,1151,1055
3820,Repositorio - Universidad de la Costa,institutional,http://repositorio.cuc.edu.co,http://repositorio.cuc.edu.co/oai/request,dspace,"journal_articles, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad de la Costa,co,1164,0
3821,"Digital Repository, University of Kelaniya",institutional,http://repository.kln.ac.lk/,N/A,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Kelaniya,lk,16274,0
3822,"Institutional Repository of the State Higher Educational Institution ""National Academy of Statistics, Accounting and Auditing""",institutional,http://194.44.12.92:8080/jspui/?locale=en,N/A,dspace,journal_articles,"humanities, mathematics, social_sciences","National Academy of Statistics, Accounting and Auditing",ua,2573,0
3823,Repository UMMI,institutional,http://eprints.ummi.ac.id/,http://eprints.ummi.ac.id/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Muhammadiyah Sukabumi,id,190,0
3824,Aston Data Explorer,institutional,https://researchdata.aston.ac.uk/,https://researchdata.aston.ac.uk/cgi/oai2,eprints,datasets,science,Aston University,gb,219,0
3825,Digital Library of Slovenia,institutional,http://www.dlib.si/,http://nukoai.nuk.uni-lj.si:8089/repox,other,"journal_articles, books_chapters_and_sections, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",National and University Library of Slovenia,si,0,0
3826,Repositori Universitas Bhayangkara Jakarta Raya,institutional,http://repository.ubharajaya.ac.id/,http://repository.ubharajaya.ac.id/cgi/oai2,eprints,theses_and_dissertations,social_sciences,Universitas Bhayangkara Jakarta Raya,id,6190,1964
3827,Afe Babalola University Repository,institutional,http://eprints.abuad.edu.ng/,http://eprints.abuad.edu.ng/cgi/oai2,eprints,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Afe Babalola University,ng,744,707
3828,Institutional Repository UCAM,institutional,http://repositorio.ucam.edu/,http://repositorio.ucam.edu/oai/request,dspace,"journal_articles, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Católica San Antonio de Murcia,es,1625,551
3829,Repositório Científico do ISMAI,institutional,http://repositorio.ismai.pt/,http://repositorio.ismai.pt/oaiextended/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",ISMAI,pt,1625,25
3830,Repositório científico da CESPU,institutional,https://repositorio.cespu.pt/,N/A,other,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences","CESPU.Cooperativa de Ensino Superior, Politécnico e Universitário, CRL",pt,1342,0
3831,Repositório Institucional do Instituto Politécnico da Guarda,institutional,http://bdigital.ipg.pt/dspace/,http://bdigital.ipg.pt/dspace-oai/request,dspace,"journal_articles, bibliographic_references, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Instituto Politécnico da Guarda,pt,4811,142
3832,Mineralis,institutional,http://mineralis.cetem.gov.br/,N/A,dspace,"journal_articles, bibliographic_references, books_chapters_and_sections, other_special_item_types",science,Centro de Tecnologia Mineral,br,2021,0
3833,KINU Repository,institutional,http://repo.kinu.or.kr/,http://repo.kinu.or.kr/oai,dspace,"journal_articles, books_chapters_and_sections",social_sciences,Korea Institute for National Unification (통일연구원),kr,3328,0
3834,Pusan National University Hospital Repository,institutional,http://repository.pnuh.or.kr/,http://repository.pnuh.or.kr/oai/request,dspace,journal_articles,"health_and_medicine, social_sciences",Pusan National University Hospital (부산대학교병원),kr,33,26
3835,HANYANG Repository,institutional,http://repository.hanyang.ac.kr/,http://repository.hanyang.ac.kr/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",HANYANG University,kr,76059,451
3836,DGIST Scholar,institutional,https://scholar.dgist.ac.kr/,https://scholar.dgist.ac.kr/oai/request,dspace,"bibliographic_references, theses_and_dissertations, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",DGIST (대구경북과학기술원),kr,3774,0
3837,KUMeL Repository,institutional,http://kumel.medlib.dsmc.or.kr/,http://kumel.medlib.dsmc.or.kr/oai/reqeust,dspace,journal_articles,health_and_medicine,Keimyung University,kr,3547,0
3838,Budapest Business School Repository (BORY),institutional,http://repozitorium.uni-bge.hu/,http://publikaciotar.repozitorium.bgf.hu/cgi/oai2,eprints,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Budapest Business School,hu,596,0
3839,Research Information System of the University Bamberg,institutional,https://fis.uni-bamberg.de,N/A,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, books_chapters_and_sections, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Otto-Friedrich-Universität Bamberg,de,50147,2747
3840,Repositorio institucional Universidad de América,institutional,http://repository.uamerica.edu.co/,http://repository.uamerica.edu.co/oai/,dspace,"journal_articles, theses_and_dissertations","social_sciences, technology",Fundación Universidad de América,co,693,0
3841,Repositório da Universidade Atlântica,institutional,http://repositorio-cientifico.uatlantica.pt/,N/A,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidade Atlântica,pt,800,0
3842,Repositorio Científico do LNEC,institutional,http://repositorio.lnec.pt:8080/,http://repositorio.lnec.pt:8080/oai/,dspace,"journal_articles, theses_and_dissertations","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Laboratório Nacional de Engenharia Civil,pt,5927,0
3843,IPVC Repository,institutional,http://repositorio.ipvc.pt/,http://repositorio.ipvc.pt/oai/request,dspace,"theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Instituto Politécnico de Viana do Castelo,pt,1311,965
3844,Repository of Grodno State Medical University,institutional,http://elib.grsmu.by/,http://elib.grsmu.by/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, patents",health_and_medicine,Grodno State Medical University,by,7095,0
3845,IO PWr,institutional,http://io.pwr.edu.pl/eprints/,http://io.pwr.edu.pl/eprints/cgi/oai2,eprints,"journal_articles, books_chapters_and_sections",technology,Wroclaw University of Science and Technology,pl,82,0
3846,University of Toledo Digital Repository,institutional,http://utdr.utoledo.edu/,https://utdr.utoledo.edu/oai2/?verb=Identify,islandora,"journal_articles, conference_and_workshop_papers, books_chapters_and_sections, datasets, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Toledo,us,16895,0
3847,E.A. Buketov Karaganda University Repository,institutional,https://rep.ksu.kz,https://rep.ksu.kz/oai/request,dspace,"journal_articles, bibliographic_references, conference_and_workshop_papers, books_chapters_and_sections","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Karaganda Buketov University,kz,2975,0
3848,Vrije Universiteit Brussel Research Portal,institutional,https://cris.vub.be,https://biblio.vub.ac.be/oai,pure,"journal_articles, bibliographic_references, conference_and_workshop_papers, learning_objects","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Vrije Universiteit Brussel,be,0,0
3849,Repositorio Institucional-Universidad Peruana de Arte ORVAL,institutional,http://repositorio.orval.edu.pe/,http://repositorio.orval.edu.pe/oai,dspace,"conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Universidad Peruana de Arte ORVAL,pe,59,0
3850,TRUSpace,institutional,http://tru.arcabc.ca/,N/A,islandora,"journal_articles, theses_and_dissertations, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Thompson Rivers University,ca,1170,0
3851,The Open Repository @ Binghamton,institutional,https://orb.binghamton.edu/,https://orb.binghamton.edu/do/oai/,digital_commons,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Binghamton University,us,2478,0
3852,AAB College repository,institutional,https://dspace.aab-edu.net/,https://dspace.aab-edu.net/oai/request,dspace,"bibliographic_references, theses_and_dissertations, learning_objects, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",AAB College,xk,1079,0
3853,Tyler Collection of Romanian and Modern Art: University of Tasmania,institutional,http://tylercollection.omeka.net/,http://tylercollection.omeka.net/oai-pmh-repository/request,omeka,"journal_articles, books_chapters_and_sections, other_special_item_types","humanities, arts",University of Tasmania,au,1434,0
3854,Repositorio Institucional Universidad Católica San Pablo,institutional,http://repositorio.ucsp.edu.pe/,http://repositorio.ucsp.edu.pe/oai/,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad Católica San Pablo,pe,1141,811
3855,Public Research Access Institutional Repository and Information Exchange,institutional,https://openprairie.sdstate.edu/,https://openprairie.sdstate.edu/do/oai/,digital_commons,"journal_articles, bibliographic_references, theses_and_dissertations, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",South Dakota State University,us,14221,0
3856,bonndoc – Der Publikationsserver der Universität Bonn,institutional,https://bonndoc.ulb.uni-bonn.de/,https://bonndoc.ulb.uni-bonn.de/oai,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Bonn University,de,574,0
3857,Electronic Kharkiv National Pedagogic University Institutional Repository,institutional,https://dspace.hnpu.edu.ua/home,N/A,dspace,"journal_articles, conference_and_workshop_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",H.S. Skovoroda Kharkiv National Pedagogical University,ua,1350,0
3858,Hanze UAS repository,institutional,https://research.hanze.nl/,https://research.hanze.nl/ws/oai,pure,"journal_articles, bibliographic_references, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Hanze University of Applied Sciences,nl,8814,3517
3859,MUT INSTITUTIONAL REPOSITORY,institutional,http://repository.mut.ac.ke:8080/xmlui/,http://repository.mut.ac.ke:8080/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Muranga University of Technology,ke,4452,4
3860,Electronic Sumy State Pedagogical University named after A. S. Makarenko Institutional Repository,institutional,https://repository.sspu.edu.ua,https://repository.sspu.edu.ua/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Sumy State Pedagogical University named after A. S. Makarenko,ua,10128,920
3861,ReDIUC,institutional,http://rediuc.reduc.edu.cu/,N/A,dspace,"conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universidad de Camagüey &quot;Ignacio Agramonte Loynaz&quot;,cu,1053,0
3862,MKU Rwanda Repository,institutional,http://repository.mkurwanda.ac.rw/,http://repository.mkurwanda.ac.rw/oai/request,dspace,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",MKU Rwanda University,rw,5141,4
3863,Eastern University Institutional Repository,institutional,http://dspace.easternuni.edu.bd:8080/xmlui/,N/A,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Eastern University,bd,337,0
3864,University of South Wales' Research Explorer,institutional,https://pure.southwales.ac.uk/,N/A,pure,"journal_articles, bibliographic_references","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of South Wales,gb,7403,0
3866,Universitas Airlangga Repository,institutional,http://repository.unair.ac.id/,http://repository.unair.ac.id/cgi/pai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, learning_objects, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universitas Airlangga,id,54025,16837
3868,Kwansei Gakuin University Repository,institutional,https://kwansei.repo.nii.ac.jp/,http://kwansei.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Kwansei Gakuin University,jp,29556,12331
3869,Hodges University Institutional Respository,institutional,https://hodges.contentdm.oclc.org/digital/,http://cdm17092.contentdm.oclc.org/oai/oai.php,contentdm,"journal_articles, unpub_reports_and_working_papers","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Hodges University,us,26,0
3870,Birmingham City University Open Access Repository,institutional,https://www.open-access.bcu.ac.uk/,https://www.open-access.bcu.ac.uk/cgi/oai2,eprints,"journal_articles, bibliographic_references, conference_and_workshop_papers, theses_and_dissertations, books_chapters_and_sections, datasets, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Birmingham City University,gb,5744,2503
3871,CDC Stacks: Public Health Publications,institutional,https://stacks.cdc.gov/,https://stacks.cdc.gov/fedora/oai,fedora,"journal_articles, unpub_reports_and_working_papers",health_and_medicine,Centers for Disease Control and Prevention,us,45050,0
3873,CU Digital Repository,institutional,http://dspace.cuni.cz/,https://dspace.cuni.cz/oai/request,dspace,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Charles University,cz,121450,9374
3874,ESPACE ENAP,institutional,http://espace.enap.ca/,http://espace.enap.ca/cgi/oai2,eprints,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",École nationale d administration publique,ca,197,171
3875,EMU DSpace,institutional,https://dspace.emu.ee,https://dspace.emu.ee/oai,dspace,"theses_and_dissertations, learning_objects","science, social_sciences, technology",Estonian University of Life Sciences,ee,5867,538
3876,Dominican Scholar,institutional,https://scholar.dominican.edu/,https://scholar.dominican.edu/do/oai/,digital_commons,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Dominican University of California,us,2645,0
3877,OpenKnowledge@NAU,institutional,http://openknowledge.nau.edu/,https://openknowledge.nau.edu/cgi/oai2,eprints,"journal_articles, conference_and_workshop_papers, theses_and_dissertations","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",Northern Arizona University,us,1301,1224
3878,Repositori Obert de Coneixement de l'Ajuntament de Barcelona,governmental,https://bcnroc.ajuntament.barcelona.cat/,http://bcnroc.ajuntament.barcelona.cat/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",social_sciences,Ajuntament de Barcelona,es,68533,603
