repository_id,repository_name,repository_type,repository_url,oai_url,software,content_types,content_subjects,organisation_name,organisation_country,metadata_record_count,full_text_record_count
9716,"Southeast Asian Fisheries Development Center, Training Department Institutional Repository",institutional,http://repository.seafdec.or.th,http://repository.seafdec.or.th/oai/request,dspace,"unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",science,Southeast Asian Fisheries Development Center/ Training Department,th,0,0
9717,"Southeast Asian Fisheries Development Center, Marine Fishery Resources Development and Management Department Institutional Repository",institutional,http://repository.seafdec.org.my,http://repository.seafdec.org.my/oai/request,dspace,"conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",science,"Southeast Asian Fisheries Development Center, Marine Fishery Resources Development and Management Department",my,0,0
9718,Manisa Celal Bayar Üniversitesi Akademik Arşiv Sistemi,institutional,http://acikerisim.mcbu.edu.tr:8080/xmlui,http://acikerisim.mcbu.edu.tr:8080/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Manisa Celal Bayar Üniversitesi,tr,0,0
9728,Southeast Asian Fisheries Development Center Institutional Repository,institutional,http://repository.seafdec.org,http://repository.seafdec.org/oai/request,dspace,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types",science,Southeast Asian Fisheries Development Center,th,0,0
9730,HAL INRAE,institutional,https://hal.inrae.fr,https://api.archives-ouvertes.fr/oai/inrae,hal,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, other_special_item_types",science,"Institut national de recherche pour l'agriculture, l'alimentation et l'environnement",fr,0,0
9731,Rhodes Research Data Repository,institutional,https://researchdata.ru.ac.za,https://api.figshare.com/v2/oai?,other,"theses_and_dissertations, datasets, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Rhodes University,za,0,0
9735,Repository Universitas Jenderal Soedirman,institutional,http://repository.unsoed.ac.id,http://repository.unsoed.ac.id/cgi/oai2,eprints,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Perpustakaan Universitas Jenderal Soedirman,id,0,0
9736,Aviation Polytechnic of Surabaya Institutional Repository,institutional,https://repo.poltekbangsby.ac.id,http://repo.poltekbangsby.ac.id/cgi/oai2,eprints,journal_articles,technology,Aviation Polytechnic of Surabaya,id,0,0
9737,RECORD,disciplinary,https://record-net.org,N/A,N/A,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","science, technology",RECORD,fr,0,0
9738,SAMRC InfoSpace,institutional,https://infospace.mrc.ac.za,https://infospace.mrc.ac.za/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",South African Medical Research Council,za,0,0
9739,Repositório Institucional do Instituto Nacional de Pesquisas da Amazônia,institutional,https://repositorio.inpa.gov.br,https://repositorio.inpa.gov.br/oai/request,dspace,journal_articles,science,Instituto Nacional de Pesquisas da Amazônia,br,0,0
9743,UVA Dataverse,institutional,https://dataverse.lib.virginia.edu,https://dataverse.lib.virginia.edu/oai,other,"datasets, software, other_special_item_types","arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",University of Virginia,us,0,0
9744,Repositorio Institucional Tecnologico de Antioquia,institutional,https://dspace.tdea.edu.co,https://dspace.tdea.edu.co/oai/request,dspace,theses_and_dissertations,technology,Tecnológico de Antioquia,co,0,0
9745,Repositorio Institucional de la Escuela Nacional Superior de Arte Dramático,institutional,http://repositorio.ensad.edu.pe,http://repositorio.ensad.edu.pe/oai/request,dspace,theses_and_dissertations,arts,Escuela Nacional Superior de Arte Dramático,pe,0,0
9746,ScholarWorks@ACE Library,institutional,https://scholarworks.ace.edu/home,https://scholarworks.ace.edu/oai/request,dspace,theses_and_dissertations,"arts, engineering, health_and_medicine, humanities, mathematics, science, social_sciences, technology",American College of Education,us,0,0
9747,Gambling Research Exchange Dataverse,institutional,https://dataverse.scholarsportal.info/dataverse/GREO,N/A,other,"unpub_reports_and_working_papers, datasets, other_special_item_types",social_sciences,Gambling Research Exchange,ca,0,0
9748,RIFSpublic,institutional,https://publications.rifs-potsdam.de/pubman/,https://publications.rifs-potsdam.de/oai/provider,other,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections, patents, other_special_item_types","engineering, health_and_medicine, humanities, science, social_sciences, technology",Research Institute for Sustainability – Helmholtz Centre Potsdam,de,0,0
9749,Electronic library of the Minsk Theological Academy,institutional,http://elib.minda.by,http://elib.minda.by/oai/request,dspace,"journal_articles, theses_and_dissertations, learning_objects",humanities,Library of the Minsk Theological Academy,by,0,0
9750,Biblioteca Digital Arq. Hilario Zalba,institutional,http://bdzalba.fau.unlp.edu.ar,http://bdzalba.fau.unlp.edu.ar/greenstone/cgi-bin/oaiserver.cgi,greenstone,"journal_articles, theses_and_dissertations",technology,Universidad Nacional de La Plata: Facultad de Arquitectura y Urbanismo,ar,0,0
9751,Repository of Togliatti State University,institutional,https://dspace.tltsu.ru,https://dspace.tltsu.ru/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections","humanities, science, social_sciences, arts, engineering, mathematics, technology",Togliatti State University,ru,0,0
9752,European XFEL Publication Database,institutional,https://xfel.tind.io,https://xfel.tind.io/oai2d,other,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, other_special_item_types","science, technology",European X-Ray Free-Electron Laser Facility GmbH,de,0,0
9759,UEW Institutional Repository,institutional,http://ir.uew.edu.gh,http://ir.uew.edu.gh/oai/request,dspace,"journal_articles, theses_and_dissertations",social_sciences,"University of Education, Winneba",gh,0,0
9760,San Diego Zoo Wildlife Alliance Library,institutional,https://repository.sandiegozoo.org,N/A,dspace,"journal_articles, unpub_reports_and_working_papers, books_chapters_and_sections",science,San Diego Zoo Wildlife Alliance,us,0,0
9762,VTI Publikationer,institutional,https://vti.diva-portal.org/smash/search.jsf,N/A,diva_portal,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","social_sciences, engineering",Swedish National Road and Transport Research Institute,se,0,0
9763,İstinye University Institutional Repository,institutional,https://acikerisim.istinye.edu.tr,https://acikerisim.istinye.edu.tr/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",İstinye University,tr,0,0
9764,Repository Universitas Ngudi Waluyo,institutional,http://repository2.unw.ac.id,http://repository2.unw.ac.id/cgi/oai2,eprints,theses_and_dissertations,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Universitas Ngudi Waluyo,id,0,0
9765,Universitas Islam Malang (UNISMA) Repository,institutional,http://repository.unisma.ac.id,http://repository.unisma.ac.id/oai/request,dspace,journal_articles,humanities,Universitas Islam Malang,id,0,0
9766,CEIBS Research Online,institutional,http://ir.ceibs.edu,http://ir.ceibs.edu/irpui/oai,N/A,journal_articles,social_sciences,China Europe International Business School,cn,0,0
9767,University of Novi Sad repository,institutional,https://open.uns.ac.rs,https://open.uns.ac.rs/oai/request,dspace,"journal_articles, unpub_reports_and_working_papers","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",University of Novi Sad,rs,0,0
9768,Science Data Bank,institutional,http://www.scidb.cn,N/A,N/A,datasets,science,"Computer Network Information Center, Chinese Academy of Sciences",cn,0,0
9770,Nivel repository,institutional,https://www.nivel.nl/publicaties,http://nvl006.nivel.nl/oai/oai.ashx,drupal,"unpub_reports_and_working_papers, other_special_item_types",health_and_medicine,Netherlands Institute for Health Services Research,nl,0,0
9771,RISE Research Institutes of Sweden,institutional,http://ri.diva-portal.org,N/A,diva_portal,"journal_articles, conference_and_workshop_papers, other_special_item_types","science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",RISE Research Institutes of Sweden,se,0,0
9772,Mbarara University Institutional Repository,institutional,http://ir.must.ac.ug,http://ir.must.ac.ug/oai/request,dspace,"journal_articles, theses_and_dissertations","health_and_medicine, science, social_sciences, technology",Mbarara University,ug,0,0
9773,Ondokuz Mayıs University Institutional Repository,institutional,http://acikerisim.omu.edu.tr,http://acikerisim.omu.edu.tr/oai/request,dspace,journal_articles,"science, technology, engineering, mathematics, health_and_medicine, arts, humanities, social_sciences",Ondokuz Mayıs University,tr,0,0
9777,Repository of the Yamaguchi Prefectural University,institutional,http://ypir.lib.yamaguchi-u.ac.jp/yp/,http://ypir.lib.yamaguchi-u.ac.jp/yp/oai/Request,earmas,"journal_articles, theses_and_dissertations",,Yamaguchi Prefectural University.,jp,0,0
9778,Yamaguchi Gakugei University - Yamaguchi College of Arts Repository,institutional,http://ypir.lib.yamaguchi-u.ac.jp/yg/,http://ypir.lib.yamaguchi-u.ac.jp/yg/oai/Request,earmas,"journal_articles, theses_and_dissertations","arts, humanities, social_sciences",Yamaguchi Gakugei University,jp,0,0
9779,Tamagawa University Academic Repository,institutional,https://tamagawa.repo.nii.ac.jp/,N/A,dspace,unpub_reports_and_working_papers,"humanities, science, social_sciences",University of Tamagawa,jp,0,0
9780,University of Niigata Prefecture Academic Repository,institutional,https://unii.repo.nii.ac.jp,https://unii.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, unpub_reports_and_working_papers, books_chapters_and_sections, learning_objects","humanities, science, social_sciences",University of Niigata Prefecture,jp,0,0
9782,University of Aizu Academic Repository,institutional,https://u-aizu.repo.nii.ac.jp/,http://u-aizu.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects",,University of Aizu,jp,0,0
9783,Repository of the Ube Frontier University,institutional,http://ypir.lib.yamaguchi-u.ac.jp/uf/,http://ypir.lib.yamaguchi-u.ac.jp/uf/oai/Request,earmas,"journal_articles, theses_and_dissertations","humanities, social_sciences",Ube Frontier University,jp,0,0
9784,Tsuru Repository of Academic Institutional Library,institutional,http://trail.tsuru.ac.jp/dspace/,http://trail.tsuru.ac.jp/dspace-oai/request,dspace,journal_articles,"humanities, social_sciences",Tsuru University,jp,0,0
9785,Toyo Bunko E-Resource Network Storage,institutional,https://toyo-bunko.repo.nii.ac.jp/,http://toyo-bunko.repo.nii.ac.jp/oai,weko,"journal_articles, unpub_reports_and_working_papers","humanities, social_sciences",Toyo Bunko (The Oriental Library),jp,0,0
9787,Tokyo University of Agriculture Repository,institutional,https://nodai.repo.nii.ac.jp/,https://nodai.repo.nii.ac.jp/oai,weko,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers",science,Tokyo University of Agriculture,jp,0,0
9788,Tokyo Medical and Dental University Repository,institutional,https://tmdu.repo.nii.ac.jp,http://tmdu.repo.nii.ac.jp/oai,weko,"journal_articles, unpub_reports_and_working_papers",health_and_medicine,Tokyo Medical and Dental University,jp,0,0
9789,Tokyo Keizai University Institutional Repository,institutional,https://repository.tku.ac.jp/dspace/index.jsp?locale=en,http://repository.tku.ac.jp/dspace-oai/request,dspace,"journal_articles, theses_and_dissertations, unpub_reports_and_working_papers, learning_objects","humanities, social_sciences",Tokyo Keizai University,jp,0,0
9790,Tokyo Kasei University Repository,institutional,https://tokyo-kasei.repo.nii.ac.jp/,https://tokyo-kasei.repo.nii.ac.jp/oai,weko,"journal_articles, conference_and_workshop_papers, theses_and_dissertations, unpub_reports_and_working_papers, books_chapters_and_sections","health_and_medicine, humanities, science, social_sciences",Tokyo Kasei University,jp,0,0
